SKU,Material Name,CAS Number,Official Name,Odor Family,Odor Description,Atom Counts,Functional Groups,Aromaticity,Heterocyclic,Estimated Note (Volatility),Formulation Compatibility,Molecular Weight,LogP,SMILES
5EW07840,2 3-Dimethyl Pyrazine 1% in DPG from PerfumersWorld,5910-89-4,"2,3-DIMETHYLPYRAZINE",Gourmet (Nutty),Top,C6 N2,Pyrazine,Aromatic (Heterocycle),Yes,Top Note,Standard (Alcohol Compatible),108.14,1.09,CC1=NC=CN=C1C
5EW20137,2 3-Dimethyl Pyrazine 10% in DPG from PerfumersWorld,5910-89-4,"2,3-DIMETHYLPYRAZINE",Gourmet (Nutty),Top,C6 N2,Pyrazine,Aromatic (Heterocycle),Yes,Top Note,Standard (Alcohol Compatible),108.14,1.09,CC1=NC=CN=C1C
4EW07503,2 3-Dimethyl Pyrazine from PerfumersWorld,5910-89-4,"2,3-DIMETHYLPYRAZINE",Gourmet (Nutty),Top,C6 N2,Pyrazine,Aromatic (Heterocycle),Yes,Top Note,Standard (Alcohol Compatible),108.14,1.09,CC1=NC=CN=C1C
8F3094001657,2-Acetyl Pyrazine (Powder) from SimpleScentsDIY,22047-25-2,Acetylpyrazine,Gourmet (Roasted),Heart-Base,C6 O1 N2,"Ketone, Pyrazine",Aromatic (Heterocycle),Yes,Top Note,Hydrophilic (Water Compatible),122.13,0.68,CC(=O)C1=NC=CN=C1
5EN13769,2-Acetyl Pyrazine 1% in DPG from PerfumersWorld,22047-25-2,Acetylpyrazine,Gourmet (Roasted),Heart-Base,C6 O1 N2,"Ketone, Pyrazine",Aromatic (Heterocycle),Yes,Top Note,Hydrophilic (Water Compatible),122.13,0.68,CC(=O)C1=NC=CN=C1
1EN13109,2-Acetyl Pyrazine from PerfumersWorld,22047-25-2,Acetylpyrazine,Gourmet (Roasted),Heart-Base,C6 O1 N2,"Ketone, Pyrazine",Aromatic (Heterocycle),Yes,Top Note,Hydrophilic (Water Compatible),122.13,0.68,CC(=O)C1=NC=CN=C1
5FC07623,2-Methyl-2-Pentenoic Acid 10% in DPG from PerfumersWorld,6297-41-2,Butyl 2-methylvalerate,Fruit (Strawberry),Top,C10 O2,Ester,Aliphatic,No,Heart Note,Standard (Alcohol Compatible),172.27,2.77,CCCCOC(=O)C(C)CCC
4FC07622,2-Methyl-2-Pentenoic Acid from PerfumersWorld,3142-72-1,DTXSID0051998,Fruit (Strawberry),Top,C6 O2,Carboxylic Acid,Aliphatic,No,Top Note,Standard (Alcohol Compatible),114.14,1.43,CCC=C(C)C(=O)O
4FD00001,2-Methylbutyl 2-Methylbutyrate from PerfumersWorld,2445-78-5,2-METHYLBUTYL 2-METHYLBUTYRATE,Fruit (Apple),Top,C10 O2,Ester,Aliphatic,No,Heart Note,Standard (Alcohol Compatible),172.27,2.62,CCC(C)COC(=O)C(C)CC
4FY22527,2-Octen-4-one from PerfumersWorld,4643-27-0,2-Octen-4-one,Earthy (Mushroom),Heart,C8 O1,Ketone,Aliphatic,No,Top Note,Standard (Alcohol Compatible),126.2,2.32,CCCCC(=O)C=CC
5ES13952,2-iso Propyl 4 Methyl Thiazole 1% in DPG from PerfumersWorld,15679-13-7,2-Isopropyl-4-methylthiazole,Facet (Roasted),Modifier,C7 N1 S1,Thiazole,Aromatic (Heterocycle),Yes,Top Note,Standard (Alcohol Compatible),141.24,2.57,CC1=CSC(=N1)C(C)C
4ES11805,2-iso Propyl 4 Methyl Thiazole from PerfumersWorld,15679-13-7,2-Isopropyl-4-methylthiazole,Facet (Roasted),Modifier,C7 N1 S1,Thiazole,Aromatic (Heterocycle),Yes,Top Note,Standard (Alcohol Compatible),141.24,2.57,CC1=CSC(=N1)C(C)C
5VD07562,6-Methyl Coumarin 10% in DPG from PerfumersWorld,92-48-8,6-Methylcoumarin,Gourmet (Coconut),Base,C10 O2,"Ether, Lactone","Aromatic (Benzene), Aromatic (Heterocycle)",Yes,Heart Note,Standard (Alcohol Compatible),160.17,2.1,CC1=CC2=C(C=C1)OC(=O)C=C2
1VD00002,6-Methyl Coumarin from PerfumersWorld,92-48-8,6-Methylcoumarin,Gourmet (Coconut),Base,C10 O2,"Ether, Lactone","Aromatic (Benzene), Aromatic (Heterocycle)",Yes,Heart Note,Standard (Alcohol Compatible),160.17,2.1,CC1=CC2=C(C=C1)OC(=O)C=C2
4FG02943,Acetic Acid from PerfumersWorld,64-19-7,acetic acid,Vinegar,Top,C2 O2,Carboxylic Acid,Aliphatic,No,Top Note,Hydrophilic (Water Compatible),60.05,0.09,CC(=O)O
5DV09244,Acetoin 10% in DPG from PerfumersWorld,513-86-0,acetoin,Gourmet (Buttery),Heart,C4 O2,"Ketone, Secondary Alcohol",Aliphatic,No,Top Note,Hydrophilic (Water Compatible),88.11,-0.04,CC(C(=O)C)O
4DV02664,Acetoin from PerfumersWorld,513-86-0,acetoin,Gourmet (Buttery),Heart,C4 O2,"Ketone, Secondary Alcohol",Aliphatic,No,Top Note,Hydrophilic (Water Compatible),88.11,-0.04,CC(C(=O)C)O
1NP00009,Acetophenone from PerfumersWorld,98-86-2,ACETOPHENONE,Floral (Hawthorn),Top,C8 O1,Ketone,Aromatic (Benzene),No,Top Note,Standard (Alcohol Compatible),120.15,1.89,CC(=O)C1=CC=CC=C1
5SP07823,Acetyl Isoeugenol 10% in DPG from PerfumersWorld,93-29-8,RefChem:1087544,Spice (Clove),Heart,C12 O3,"Ester, Ether",Aromatic (Benzene),No,Base Note,Standard (Alcohol Compatible),206.24,2.65,CC=CC1=CC(=C(C=C1)OC(=O)C)OC
1SP00011,Acetyl Isoeugenol from PerfumersWorld,93-29-8,RefChem:1087544,Spice (Clove),Heart,C12 O3,"Ester, Ether",Aromatic (Benzene),No,Base Note,Standard (Alcohol Compatible),206.24,2.65,CC=CC1=CC(=C(C=C1)OC(=O)C)OC
5GA08479,Adoxal 10% in DPG from PerfumersWorld,141-13-9,Adoxal,Water (Fresh),Top,C14 O1,Aldehyde,Aliphatic,No,Base Note,Lipophilic (Oil/Wax Compatible),210.36,4.37,CC(CCCC(C)C=O)CCC=C(C)C
4GA00012,Adoxal from PerfumersWorld,141-13-9,Adoxal,Water (Fresh),Top,C14 O1,Aldehyde,Aliphatic,No,Base Note,Lipophilic (Oil/Wax Compatible),210.36,4.37,CC(CCCC(C)C=O)CCC=C(C)C
3AE13387,Alcohol C-7 Heptanol from PerfumersWorld,111-70-6,1-HEPTANOL,Green (Herbal),Top,C7 O1,Primary Alcohol,Aliphatic,No,Top Note,Standard (Alcohol Compatible),116.2,1.95,CCCCCCCO
3AD13388,Alcohol C-8 Octanol from PerfumersWorld,111-87-5,1-octanol,Citrus (Orange),Top,C8 O1,Primary Alcohol,Aliphatic,No,Top Note,Standard (Alcohol Compatible),130.23,2.34,CCCCCCCCO
3AD00017,Alcohol C-9 from PerfumersWorld,143-08-8,1-Nonanol,Floral (Rose),Top,C9 O1,Primary Alcohol,Aliphatic,No,Top Note,Standard (Alcohol Compatible),144.26,2.73,CCCCCCCCCO
5AC07527,Aldehyde C-10 Decanal 10% in DPG from PerfumersWorld,112-31-2,Decanal,Citrus (Orange),Top,C10 O1,Aldehyde,Aliphatic,No,Heart Note,Standard (Alcohol Compatible),156.27,3.33,CCCCCCCCCC=O
5AC08459,Aldehyde C-10 Decanal 50% in DPG from PerfumersWorld,112-31-2,Decanal,Citrus (Orange),Top,C10 O1,Aldehyde,Aliphatic,No,Heart Note,Standard (Alcohol Compatible),156.27,3.33,CCCCCCCCCC=O
4AC00018,Aldehyde C-10 Decanal from PerfumersWorld,112-31-2,Decanal,Citrus (Orange),Top,C10 O1,Aldehyde,Aliphatic,No,Heart Note,Standard (Alcohol Compatible),156.27,3.33,CCCCCCCCCC=O
8F3094001770,Aldehyde C-10 from SimpleScentsDIY,112-31-2,Decanal,Citrus (Orange),Top,C10 O1,Aldehyde,Aliphatic,No,Heart Note,Standard (Alcohol Compatible),156.27,3.33,CCCCCCCCCC=O
5AR08831,Aldehyde C-11 Undecanal 10% in DPG from PerfumersWorld,112-44-7,UNDECANAL,Aldehydic (Clean),Top,C11 O1,Aldehyde,Aliphatic,No,Heart Note,Standard (Alcohol Compatible),170.3,3.72,CCCCCCCCCCC=O
4AR00020,Aldehyde C-11 Undecanal from PerfumersWorld,112-44-7,UNDECANAL,Aldehydic (Clean),Top,C11 O1,Aldehyde,Aliphatic,No,Heart Note,Standard (Alcohol Compatible),170.3,3.72,CCCCCCCCCCC=O
5AR08462,Aldehyde C-11 Undecylenic 10% in DPG from PerfumersWorld,112-45-8,10-Undecenal,Aldehydic (Clean),Top,C11 O1,"Aldehyde, Allyl",Aliphatic,No,Heart Note,Standard (Alcohol Compatible),168.28,3.49,C=CCCCCCCCCC=O
4AR01236,Aldehyde C-11 Undecylenic from PerfumersWorld,112-45-8,10-Undecenal,Aldehydic (Clean),Top-Modifier,C11 O1,"Aldehyde, Allyl",Aliphatic,No,Heart Note,Standard (Alcohol Compatible),168.28,3.49,C=CCCCCCCCCC=O
8F3094001771,Aldehyde C-11 from SimpleScentsDIY,112-45-8,10-Undecenal,Aldehydic (Clean),Top,C11 O1,"Aldehyde, Allyl",Aliphatic,No,Heart Note,Standard (Alcohol Compatible),168.28,3.49,C=CCCCCCCCCC=O
5AA07834,Aldehyde C-12 Lauric Dodecanal 10% in DPG from PerfumersWorld,112-54-9,DODECANAL,Aldehydic (Clean),Top,C12 O1,Aldehyde,Aliphatic,No,Heart Note,Lipophilic (Oil/Wax Compatible),184.32,4.11,CCCCCCCCCCCC=O
4AA00021,Aldehyde C-12 Lauric Dodecanal from PerfumersWorld,112-54-9,DODECANAL,Aldehydic (Clean),Top,C12 O1,Aldehyde,Aliphatic,No,Heart Note,Lipophilic (Oil/Wax Compatible),184.32,4.11,CCCCCCCCCCCC=O
5AG07528,Aldehyde C-12 MNA 10% in DPG from PerfumersWorld,110-41-8,2-Methylundecanal,Aldehydic (Clean),Top,C12 O1,Aldehyde,Aliphatic,No,Heart Note,Standard (Alcohol Compatible),184.32,3.96,CCCCCCCCCC(C)C=O
4AG00022,Aldehyde C-12 MNA from PerfumersWorld,110-41-8,2-Methylundecanal,Aldehydic (Clean),Top-Modifier,C12 O1,Aldehyde,Aliphatic,No,Heart Note,Standard (Alcohol Compatible),184.32,3.96,CCCCCCCCCC(C)C=O
8F3094005317,Aldehyde C-12 MNA from SimpleScentsDIY,110-41-8,2-Methylundecanal,Aldehydic (Clean),Top,C12 O1,Aldehyde,Aliphatic,No,Heart Note,Standard (Alcohol Compatible),184.32,3.96,CCCCCCCCCC(C)C=O
8F3094001656,Aldehyde C-12 from SimpleScentsDIY,112-54-9,DODECANAL,Aldehydic (Clean),Top,C12 O1,Aldehyde,Aliphatic,No,Heart Note,Lipophilic (Oil/Wax Compatible),184.32,4.11,CCCCCCCCCCCC=O
5DD07538,Aldehyde C-14 Gamma Undecalactone 10% in DPG from PerfumersWorld,104-67-6,Gamma-undecalactone,Fruit (Peach),Heart,C11 O2,Lactone,Aliphatic,Yes,Heart Note,Standard (Alcohol Compatible),184.28,3.05,CCCCCCCC1CCC(=O)O1
4DD00454,Aldehyde C-14 Gamma Undecalactone from PerfumersWorld,104-67-6,Gamma-undecalactone,Fruit (Peach),Heart,C11 O2,Lactone,Aliphatic,Yes,Heart Note,Standard (Alcohol Compatible),184.28,3.05,CCCCCCCC1CCC(=O)O1
8F3094001800,Aldehyde C-14 Pure from SimpleScentsDIY,104-67-6,Gamma-undecalactone,Fruit (Peach),Heart,C11 O2,Lactone,Aliphatic,Yes,Heart Note,Standard (Alcohol Compatible),184.28,3.05,CCCCCCCC1CCC(=O)O1
5FC07539,Aldehyde C-16 Ethyl Methyl Phenyl Glycidate 10% in DPG from PerfumersWorld,77-83-8,Ethyl 3-methyl-3-phenylglycidate,Fruit (Strawberry),Heart,C12 O3,"Ester, Ether",Aromatic (Benzene),Yes,Base Note,Standard (Alcohol Compatible),206.24,1.86,CCOC(=O)C1C(O1)(C)C2=CC=CC=C2
4FC00176,Aldehyde C-16 Ethyl Methyl Phenyl Glycidate from PerfumersWorld,77-83-8,Ethyl 3-methyl-3-phenylglycidate,Fruit (Strawberry),Heart,C12 O3,"Ester, Ether",Aromatic (Benzene),Yes,Base Note,Standard (Alcohol Compatible),206.24,1.86,CCOC(=O)C1C(O1)(C)C2=CC=CC=C2
8F3094001431,Aldehyde C-16 from SimpleScentsDIY,77-83-8,Ethyl 3-methyl-3-phenylglycidate,Fruit (Strawberry),Heart,C12 O3,"Ester, Ether",Aromatic (Benzene),Yes,Base Note,Standard (Alcohol Compatible),206.24,1.86,CCOC(=O)C1C(O1)(C)C2=CC=CC=C2
5DD12925,Aldehyde C-18 Gamma Nonalactone 10% in DPG from PerfumersWorld,104-61-0,Gamma-nonalactone,Fruit (Coconut),Base,C9 O2,Lactone,Aliphatic,Yes,Heart Note,Standard (Alcohol Compatible),156.22,2.27,CCCCCC1CCC(=O)O1
4DD00324,Aldehyde C-18 Gamma Nonalactone from PerfumersWorld,104-61-0,Gamma-nonalactone,Fruit (Coconut),Base,C9 O2,Lactone,Aliphatic,Yes,Heart Note,Standard (Alcohol Compatible),156.22,2.27,CCCCCC1CCC(=O)O1
8F3094001801,Aldehyde C-18 Pure from SimpleScentsDIY,104-67-6,Gamma-undecalactone,Fruit (Peach),Base,C11 O2,Lactone,Aliphatic,Yes,Heart Note,Standard (Alcohol Compatible),184.28,3.05,CCCCCCCC1CCC(=O)O1
4AG00025,Aldehyde C-7 Heptanal from PerfumersWorld,111-71-7,Heptanal,Green (Fatty),Top,C7 O1,Aldehyde,Aliphatic,No,Top Note,Standard (Alcohol Compatible),114.19,2.16,CCCCCCC=O
5AC08158,Aldehyde C-8 Octanal 10% in DPG from PerfumersWorld,124-13-0,Octanal,Citrus (Orange),Top,C8 O1,Aldehyde,Aliphatic,No,Top Note,Standard (Alcohol Compatible),128.22,2.55,CCCCCCCC=O
4AC00026,Aldehyde C-8 Octanal from PerfumersWorld,124-13-0,Octanal,Citrus (Orange),Top,C8 O1,Aldehyde,Aliphatic,No,Top Note,Standard (Alcohol Compatible),128.22,2.55,CCCCCCCC=O
8F3094001768,Aldehyde C-8 from SimpleScentsDIY,124-13-0,Octanal,Citrus (Orange),Top,C8 O1,Aldehyde,Aliphatic,No,Top Note,Standard (Alcohol Compatible),128.22,2.55,CCCCCCCC=O
5AC10167,Aldehyde C-9 Nonanal 10% in DPG from PerfumersWorld,124-19-6,NONANAL,Floral (Rose),Top,C9 O1,Aldehyde,Aliphatic,No,Top Note,Standard (Alcohol Compatible),142.24,2.94,CCCCCCCCC=O
4AC00027,Aldehyde C-9 Nonanal from PerfumersWorld,124-19-6,NONANAL,Floral (Rose),Top,C9 O1,Aldehyde,Aliphatic,No,Top Note,Standard (Alcohol Compatible),142.24,2.94,CCCCCCCCC=O
8F3094001769,Aldehyde C-9 from SimpleScentsDIY,124-19-6,NONANAL,Floral (Rose),Top,C9 O1,Aldehyde,Aliphatic,No,Top Note,Standard (Alcohol Compatible),142.24,2.94,CCCCCCCCC=O
4GN23714,Algix Pure from PerfumersWorld,72987-59-8,2-(4-Methylphenoxy)-1-(2-phenylethoxy)ethanol,Unclassified,No description available,C17 O3,"Ether, Hemiacetal, Secondary Alcohol",Aromatic (Benzene),No,Base Note,Standard (Alcohol Compatible),272.34,2.95,CC1=CC=C(C=C1)OCC(O)OCCC2=CC=CC=C2
5FG07543,Allyl Amyl Glycolate 10% in DPG from PerfumersWorld,67634-00-8,Allyl (3-methylbutoxy)acetate,Fruit (Pineapple),Top,C10 O3,"Allyl, Ester, Ether",Aliphatic,No,Heart Note,Standard (Alcohol Compatible),186.25,1.78,CC(C)CCOCC(=O)OCC=C
4FG00029,Allyl Amyl Glycolate from PerfumersWorld,67634-00-8,Allyl (3-methylbutoxy)acetate,Fruit (Pineapple),Top,C10 O3,"Allyl, Ester, Ether",Aliphatic,No,Heart Note,Standard (Alcohol Compatible),186.25,1.78,CC(C)CCOCC(=O)OCC=C
4FC02995,Allyl Caproate from PerfumersWorld,123-68-2,Allyl hexanoate,Fruit (Pineapple),Top,C9 O2,"Allyl, Ester",Aliphatic,No,Heart Note,Standard (Alcohol Compatible),156.22,2.3,CCCCCC(=O)OCC=C
8F3094001826,Allyl Caproate C6 from SimpleScentsDIY,123-68-2,Allyl hexanoate,Fruit (Pineapple),Top,C9 O2,"Allyl, Ester",Aliphatic,No,Heart Note,Standard (Alcohol Compatible),156.22,2.3,CCCCCC(=O)OCC=C
5FC12465,Allyl Cyclohexyl Propionate 10% in DPG from PerfumersWorld,2705-87-5,Allyl cyclohexanepropionate,Fruit (Pineapple),Top,C12 O2,"Allyl, Ester",Aliphatic,No,Heart Note,Standard (Alcohol Compatible),196.29,3.08,C=CCOC(=O)CCC1CCCCC1
4FC00030,Allyl Cyclohexyl Propionate from PerfumersWorld,2705-87-5,Allyl cyclohexanepropionate,Fruit (Pineapple),Top,C12 O2,"Allyl, Ester",Aliphatic,No,Heart Note,Standard (Alcohol Compatible),196.29,3.08,C=CCOC(=O)CCC1CCCCC1
8F3094001704,Allyl Heptylate from SimpleScentsDIY,142-19-8,Allyl heptanoate,Fruity,No description available,C10 O2,"Allyl, Ester",Aliphatic,No,Heart Note,Standard (Alcohol Compatible),170.25,2.69,CCCCCCC(=O)OCC=C
4IN10857,Allyl Ionone Cetone V from PerfumersWorld,79-78-7,Allyl alpha-ionone,Fruity,No description available,C16 O1,"Allyl, Ketone",Aliphatic,No,Base Note,Lipophilic (Oil/Wax Compatible),232.37,4.46,CC1=CCCC(C1C=CC(=O)CCC=C)(C)C
5IF07569,Alpha Damascone 10% in DPG from PerfumersWorld,43052-87-5,DTXSID90880772,Fruit (Apple/Plum),Heart,C13 O1,"Allyl, Ketone",Aliphatic,No,Heart Note,Standard (Alcohol Compatible),192.3,3.51,CC1=CCCC(C1C(=O)CC=C)(C)C
9IF02656,Alpha Damascone from PerfumersWorld,43052-87-5,DTXSID90880772,Fruit (Apple/Plum),Heart,C13 O1,"Allyl, Ketone",Aliphatic,No,Heart Note,Standard (Alcohol Compatible),192.3,3.51,CC1=CCCC(C1C(=O)CC=C)(C)C
3IF00237,Alpha Ionone from PerfumersWorld,127-41-3,ALPHA-IONONE,Floral (Violet),Heart,C13 O1,Ketone,Aliphatic,No,Heart Note,Standard (Alcohol Compatible),192.3,3.51,CC1=CCCC(C1C=CC(=O)C)(C)C
8F3094001290,Alpha Ionone from SimpleScentsDIY,127-41-3,ALPHA-IONONE,Floral (Violet),Heart,C13 O1,Ketone,Aliphatic,No,Heart Note,Standard (Alcohol Compatible),192.3,3.51,CC1=CCCC(C1C=CC(=O)C)(C)C
5II11436,Alpha Irone 10% in DPG from PerfumersWorld,79-69-6,alpha-Irone,Floral (Orris),Heart,C14 O1,Ketone,Aliphatic,No,Base Note,Standard (Alcohol Compatible),206.33,3.76,CC1CC=C(C(C1(C)C)C=CC(=O)C)C
5II09179,Alpha Irone 10% in Myristic Acid(solid) from PerfumersWorld,79-69-6,alpha-Irone,Floral (Orris),Heart,C14 O1,Ketone,Aliphatic,No,Base Note,Standard (Alcohol Compatible),206.33,3.76,CC1CC=C(C(C1(C)C)C=CC(=O)C)C
3IW00300,Alpha Isomethyl Ionone from PerfumersWorld,127-51-5,"3-Methyl-4-(2,6,6-trimethyl-2-cyclohexen-1-yl)-3-buten-2-one",Woods (Agarwood),Heart,C14 O1,Ketone,Aliphatic,No,Base Note,Standard (Alcohol Compatible),206.33,3.9,CC1=CCCC(C1C=C(C)C(=O)C)(C)C
3KC14406,Alpha Pinene from PerfumersWorld,80-56-8,ALPHA-PINENE,Woods (Pine),Top,C10,Hydrocarbon / Other,Aliphatic,No,Top Note,Standard (Alcohol Compatible),136.24,3.0,CC1=CCC2CC1C2(C)C
3KL00430,Alpha Terpineol from PerfumersWorld,98-55-5,alpha-TERPINEOL,Floral (Lilac),Top,C10 O1,Tertiary Alcohol,Aliphatic,No,Heart Note,Standard (Alcohol Compatible),154.25,2.5,CC1=CCC(CC1)C(C)(C)O
8F3094005333,Alpha-Pinene from SimpleScentsDIY,80-56-8,ALPHA-PINENE,Woods (Pine),Top,C10,Hydrocarbon / Other,Aliphatic,No,Top Note,Standard (Alcohol Compatible),136.24,3.0,CC1=CCC2CC1C2(C)C
4WW17035,Amber Core from PerfumersWorld,139504-68-0,"2-Butanol, 1-[[2-(1,1-dimethylethyl)cyclohexyl]oxy]-",Amber,No description available,C14 O2,"Ether, Secondary Alcohol",Aliphatic,No,Base Note,Standard (Alcohol Compatible),228.38,3.38,CCC(COC1CCCCC1C(C)(C)C)O
8F3094001701,Amber Core from SimpleScentsDIY,139504-68-0,"2-Butanol, 1-[[2-(1,1-dimethylethyl)cyclohexyl]oxy]-",Amber,No description available,C14 O2,"Ether, Secondary Alcohol",Aliphatic,No,Base Note,Standard (Alcohol Compatible),228.38,3.38,CCC(COC1CCCCC1C(C)(C)C)O
4WW16862,Amberketal IPM from PerfumersWorld,57345-19-4,"5H-3,5a-Epoxynaphth[2,1-c]oxepin, dodecahydro-3,8,8,11a-tetramethyl-",Amber,No description available,C18 O2,Ketal,Aliphatic,Yes,Base Note,Lipophilic (Oil/Wax Compatible),278.44,4.52,CC1(CCCC2(C1CCC34C2CCC(O3)(OC4)C)C)C
4WU16860,Ambermax 50% Dowanol TPM from PerfumersWorld,929625-08-1,RefChem:216773,Woods,No description available,C18 O1,Primary Alcohol,Aliphatic,No,Base Note,Lipophilic (Oil/Wax Compatible),262.44,4.56,CC(CO)C1=C2C(C3CCC2(C3)C(CC1)(C)C)(C)C
8F3094001890,Ambermax 50% Dowanol TPM from SimpleScentsDIY,929625-08-1,RefChem:216773,Woods,No description available,C18 O1,Primary Alcohol,Aliphatic,No,Base Note,Lipophilic (Oil/Wax Compatible),262.44,4.56,CC(CO)C1=C2C(C3CCC2(C3)C(CC1)(C)C)(C)C
8F3094001658,Ambermor DL (Semi Solid) from SimpleScentsDIY,3738-00-9,Cetalox,Amber,Base,C16 O1,Ether,Aliphatic,Yes,Base Note,Lipophilic (Oil/Wax Compatible),236.4,4.41,CC1(CCCC2(C1CCC3(C2CCO3)C)C)C
8F3094004205,Amberwood F from SimpleScentsDIY,58567-11-6,formaldehyde cyclododecyl ethyl acetal,Woods,No description available,C15 O2,Acetal,Aliphatic,No,Base Note,Lipophilic (Oil/Wax Compatible),242.4,4.67,CCOCOC1CCCCCCCCCCC1
5XU07617,Ambrettolide 10% in DPG from PerfumersWorld,28645-51-4,Cis-isoambrettolide,Musk,No description available,C16 O2,"Lactone, Macrocyclic Musk",Aliphatic,Yes,Base Note,Lipophilic (Oil/Wax Compatible),252.4,4.78,C1CCCC=CCCCCCCOC(=O)CCC1
5XU10231,Ambrettolide 50% in DPG from PerfumersWorld,123-69-3,Ambrettolide,Unclassified,No description available,C16 O2,"Lactone, Macrocyclic Musk",Aliphatic,Yes,Base Note,Lipophilic (Oil/Wax Compatible),252.4,4.78,C1CCCCOC(=O)CCCCCC=CCCC1
4XU00034,Ambrettolide from PerfumersWorld,28645-51-4,Cis-isoambrettolide,Musk,No description available,C16 O2,"Lactone, Macrocyclic Musk",Aliphatic,Yes,Base Note,Lipophilic (Oil/Wax Compatible),252.4,4.78,C1CCCC=CCCCCCCOC(=O)CCC1
8F3094001556,Ambrettolide from SimpleScentsDIY,28645-51-4,Cis-isoambrettolide,Musk,No description available,C16 O2,"Lactone, Macrocyclic Musk",Aliphatic,Yes,Base Note,Lipophilic (Oil/Wax Compatible),252.4,4.78,C1CCCC=CCCCCCCOC(=O)CCC1
8F3094004161,Ambrinol from SimpleScentsDIY,41199-19-3,"1,2,3,4,4a,5,6,7-Octahydro-2,5,5-trimethyl-2-naphthol",Amber,No description available,C13 O1,Tertiary Alcohol,Aliphatic,No,Heart Note,Standard (Alcohol Compatible),194.32,3.28,CC1(CCC=C2C1CCC(C2)(C)O)C
8F3094001659,Ambrocenide (Powder) from SimpleScentsDIY,211299-54-6,"4H-4a,9-Methanoazuleno[5,6-d]-1,3-dioxole, octahydro-2,2,5,8,8,9a-hexamethyl-, (4aR,5R,7aS,9R)-",Amber (Powerful),Base-Top,C18 O2,Ketal,Aliphatic,Yes,Base Note,Lipophilic (Oil/Wax Compatible),278.44,4.38,CC1CCC2C13CC(C2(C)C)C4(C(C3)OC(O4)(C)C)C
5WU22697,Ambrocenide 10% in DPG from PerfumersWorld,211299-54-6,"4H-4a,9-Methanoazuleno[5,6-d]-1,3-dioxole, octahydro-2,2,5,8,8,9a-hexamethyl-, (4aR,5R,7aS,9R)-",Amber (Powerful),Base-Top,C18 O2,Ketal,Aliphatic,Yes,Base Note,Lipophilic (Oil/Wax Compatible),278.44,4.38,CC1CCC2C13CC(C2(C)C)C4(C(C3)OC(O4)(C)C)C
5WU22696,Ambrocenide 10% in TEC from PerfumersWorld,211299-54-6,"4H-4a,9-Methanoazuleno[5,6-d]-1,3-dioxole, octahydro-2,2,5,8,8,9a-hexamethyl-, (4aR,5R,7aS,9R)-",Amber (Powerful),Base-Top,C18 O2,Ketal,Aliphatic,Yes,Base Note,Lipophilic (Oil/Wax Compatible),278.44,4.38,CC1CCC2C13CC(C2(C)C)C4(C(C3)OC(O4)(C)C)C
1WU21632,Ambrocenide from PerfumersWorld,211299-54-6,"4H-4a,9-Methanoazuleno[5,6-d]-1,3-dioxole, octahydro-2,2,5,8,8,9a-hexamethyl-, (4aR,5R,7aS,9R)-",Amber (Powerful),Base-Top,C18 O2,Ketal,Aliphatic,Yes,Base Note,Lipophilic (Oil/Wax Compatible),278.44,4.38,CC1CCC2C13CC(C2(C)C)C4(C(C3)OC(O4)(C)C)C
1UW16861,Ambrofix from PerfumersWorld,6790-58-5,(-)-Ambroxide,Amber,Base,C16 O1,Ether,Aliphatic,Yes,Base Note,Lipophilic (Oil/Wax Compatible),236.4,4.41,CC1(CCCC2(C1CCC3(C2CCO3)C)C)C
5UW20027,Ambrox Super 10% in DPG from PerfumersWorld,6790-58-5,(-)-Ambroxide,Amber,Base,C16 O1,Ether,Aliphatic,Yes,Base Note,Lipophilic (Oil/Wax Compatible),236.4,4.41,CC1(CCCC2(C1CCC3(C2CCO3)C)C)C
1UW00035,Ambrox Super from PerfumersWorld,6790-58-5,(-)-Ambroxide,Amber,Base,C16 O1,Ether,Aliphatic,Yes,Base Note,Lipophilic (Oil/Wax Compatible),236.4,4.41,CC1(CCCC2(C1CCC3(C2CCO3)C)C)C
8F3094001561,Ambroxan (Powder) from SimpleScentsDIY,6790-58-5,(-)-Ambroxide,Amber,Base,C16 O1,Ether,Aliphatic,Yes,Base Note,Lipophilic (Oil/Wax Compatible),236.4,4.41,CC1(CCCC2(C1CCC3(C2CCO3)C)C)C
5UW07540,Ambroxan 10% in DPG from PerfumersWorld,6790-58-5,(-)-Ambroxide,Amber,Base,C16 O1,Ether,Aliphatic,Yes,Base Note,Lipophilic (Oil/Wax Compatible),236.4,4.41,CC1(CCCC2(C1CCC3(C2CCO3)C)C)C
1UW00036,Ambroxan from PerfumersWorld,6790-58-5,(-)-Ambroxide,Amber,Base,C16 O1,Ether,Aliphatic,Yes,Base Note,Lipophilic (Oil/Wax Compatible),236.4,4.41,CC1(CCCC2(C1CCC3(C2CCO3)C)C)C
3JJ00005,Amyl Cinnamic Aldehyde (ACA) from PerfumersWorld,122-40-7,alpha-Amylcinnamaldehyde,Floral (Mimosa),Heart,C14 O1,Aldehyde,Aromatic (Benzene),No,Base Note,Standard (Alcohol Compatible),202.3,3.85,CCCCCC(=CC1=CC=CC=C1)C=O
